Compliance Score,Summit,Commitment Text,Average,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
0,2003-16,"“We reaffirmed the objective of ensuring lasting debt sustainability in HIPC countries and noted that these countries will remain vulnerable to exogenous shocks, even after reaching completion point. In this context, we have asked our Finance Ministers to review by reaching completion point. In this context, we have askcalculating the amount of “topping-up” debt relief available to countries at completion pointed our Finance Ministers to review by September [2003] mechanisms to encourage good governance and the methodology for based on updated cost estimates.”",0.333333333,Development,Germany,2003,Yes,205,24,No,No,Higher,2.5E+12,30243.57653,-0.768486532,France,1,-39,Federal
-1,2004-34,"“In anticipation of the UN-designated “international year of micro-credit” in 2005, G8 countries will work with the World Bank-based Consultative Group to Assist the Poor (CGAP) to launch a global market-based microfinance initiative.”",-1,Development,Germany,2004,Yes,252,53,Yes,No,Higher,2.81E+12,34044.05363,1.21188534,United States,0,365,Federal
1,2004-193,"“We are committed to fully implementing the HIPC initiative and to supporting debt sustainability in the poorest countries through debt relief and grant financing. To that end, we have asked our finance ministers to: Work with other donors and the other international financial institutions to extend the sunset date of the HIPC initiative until December 31, 2006""",1,Development,Germany,2004,Yes,252,53,No,No,Higher,2.81E+12,34044.05363,1.21188534,United States,0,365,Federal
1,2004-194,"“We are committed to fully implementing the HIPC initiative and to supporting debt sustainability in the poorest countries through debt relief and grant financing. To that end, we have asked our finance ministers to: provide the necessary financing for the completion of the initiative, including topping up where appropriate.""",1,Development,Germany,2004,No,252,53,No,No,Higher,2.81E+12,34044.05363,1.21188534,United States,0,365,Federal
1,2004-195,"“We are committed to fully implementing the HIPC initiative and to supporting debt sustainability in the poorest countries through debt relief and grant financing. To that end, we have asked our finance ministers to: Consider further measures that can help the poorest countries further address the sustainability of their debt.”",1,Development,Germany,2004,No,252,53,No,No,Higher,2.81E+12,34044.05363,1.21188534,United States,0,365,Federal
1,Aug-05,"“We have agreed to double aid for Africa by 2010. Aid for all developing countries will increase, according to the OECD, by around $50 billion per year by 2010, of which at least $25 billion extra per year for Africa.”",0.222222222,Development,Germany,2005,Yes,212,21,No,Yes,Higher,2.85E+12,34507.36881,0.779058121,United Kingdom,1,-111,Federal
1,Dec-05,"“The G8 has also agreed that all of the debts owed by eligible heavily indebted poor countries to IDA, the International Monetary Fund and the African Development Fund should be cancelled, as set out in our Finance Ministers agreement on 11 June.”",1,Development,Germany,2005,No,212,21,No,No,Higher,2.85E+12,34507.36881,0.779058121,United Kingdom,1,-111,Federal
1,2005- 131,“We reaffirm our intention to reduce Iraq's debt by implementing the terms of the November 2004 Paris Club agreement. We call on other creditors to provide debt relief on generous terms comparable to or even better than those agreed by the members of the Paris Club in November 2004”,0.875,Development,Germany,2005,Yes,212,21,No,No,Higher,2.85E+12,34507.36881,0.779058121,United Kingdom,1,-111,Federal
1,2006-226,"We have made substantial progress since Gleneagles. Our key steps over the next year include: ""ensuring the full implementation and financing of the Multilateral Debt Relief Initiative (MDRI) according to our commitments made at Gleneagles and on a fair burden-share basis, and preserving long-term debt sustainability through the implementation of the IMF/World Bank debt sustainability framework for low-income countries; and""",0.888888889,Development,Germany,2006,No,317,31,No,No,Higher,2.99E+12,36323.44774,3.93175423,Russia,0,365,Federal
0,2007-103,"""To this end we will build capacity for good governance of mineral resources consistent with social and environmental standards and sound commercial practices by reducing barriers to investment and trade, through the provision of financial, technical and capacity building support to developing countries for the mining, processing and trading of minerals.""",0.111111111,Development,Germany,2007,No,329,48,No,Yes,Higher,3.42E+12,41587.2129,3.121878224,Germany,1,-72,Federal
1,2007-143,"""At the same time, we stress our firm resolve to implement the commitments on development made, in particular, in Gleneagles. These include the historic multilateral debt relief of up to US$ 60 billion, the implementation of which is now well underway.""",0.333333333,Development,Germany,2007,No,329,48,No,No,Higher,3.42E+12,41587.2129,3.121878224,Germany,1,-72,Federal
1,2007-144,"""At the same time, we stress our firm resolve to implement the commitments on development made, in particular, in Gleneagles. They also include increasing, compared to 2004, with other donors, ODA to Africa by US$ 25 billion a year by 2010.""",0.444444444,Development,Germany,2007,Yes,329,48,No,No,Higher,3.42E+12,41587.2129,3.121878224,Germany,1,-72,Federal
1,2007-183,"""[This partnership should help us work together more effectively with a variety of new and existing initiatives such as:] developing a regional Micro Small and Medium Enterprises Investment Fund (REGMIFA) as an instrument to mobilize resources to refinance medium- and long-term investment credits for smaller enterprises and to microfinance institutions.""",0.333333333,Development,Germany,2007,No,329,48,No,No,Higher,3.42E+12,41587.2129,3.121878224,Germany,1,-72,Federal
1,2008-97,"""The OECD/DAC estimated the global increase of official development assistance (ODA) by 2010 at around US$ 50 billion a year. We are firmly committed to working to fulfill our commitments on ODA made at Gleneagles, and reaffirmed at Heiligendamm, including increasing, compared to 2004, with other donors, ODA to Africa by US$ 25 billion a year by 2010.""",0.777777778,Development,Germany,2008,Yes,296,35,No,No,Higher,3.73E+12,45427.15168,1.154421594,Japan,1,-93,Federal
0,2009-115,"""In particular, despite the severe impact of the crisis on our economies, we reiterate the importance of fulfilling our commitments to increase aid made at Gleneagles, and reaffirmed at Heiligendamm and Toyako. For Africa, this will include increasing, together with other donors ODA by US$ 25 billion a year by 2010, compared to 2004.""",0.333333333,Development,Germany,2009,Yes,254,36,No,No,Higher,3.4E+12,41485.90165,-5.457900872,Italy,1,-27,Federal
0,2010- 004,"""We reaffirm our commitments, including on ODA and enhancing aid
effectiveness.""",0.666666667,Development,Germany,2010,No,73,4,No,No,Higher,3.4E+12,41531.9342,4.338691916,Canada,1,-30,Federal
1,2011-72,"""We will improve transparency of our aid information. [In particular, we will make further efforts on publishing information on allocations, expenditure and results.] Information will be provided in accessible formats that deliver on the needs of partner countries and citizens.""",0.555555556,Development,Germany,2011,No,193,29,No,No,Higher,3.74E+12,46644.77603,5.868556631,France,0,365,Federal
1,2011-110,"""We commit to strengthen and activate our bilateral assistance to support the efforts of Partnership Countries;""",0.777777778,Development,Germany,2011,No,193,29,No,No,Higher,3.74E+12,46644.77603,5.868556631,France,0,365,Federal
1,2011-149,"""We will continue to support the African Union and regional economic communities to fully implement their action plans, including the Minimum Integration Programme of the African Union.""",0.444444444,Development,Germany,2011,No,193,29,No,No,Higher,3.74E+12,46644.77603,5.868556631,France,0,365,Federal
0,2011-165,"""We reaffirm our commitments, including on ODA and enhancing aid
effectiveness.""",0.555555556,Development,Germany,2011,No,193,29,No,No,Higher,3.74E+12,46644.77603,5.868556631,France,0,365,Federal
1,2012-93,"""Contributing G-8 members will work with regional partners, the World Bank, and regional institutions such as the Islamic Development Bank to set up the fund with an initial capitalization of $250 million.""",0.777777778,Development,Germany,2012,No,141,16,No,No,Higher,3.53E+12,43858.36306,0.231212503,United States,0,365,Federal
-1,2012-90,"""[In response to transition countries’ request for support in promoting economic stabilization necessary to pursue reform, G-8 members will take the following actions:] launch a new Capital Markets Access Initiative to provide credit enhancements, bilaterally where such instruments exist and in conjunction with multilateral institutions, to help transition countries regain access to international capital markets to spur growth and jobs.""",-0.111111111,Development,Germany,2012,No,141,16,No,No,Higher,3.53E+12,43858.36306,0.231212503,United States,0,365,Federal
0,2013-157,"We will continue to support country-led reforms, including projects to support institutional reform, enhanced trade, investment and job creation, including through the MENA Transition Fund, alongside other support from Partners",0.222222222,Development,Germany,2013,No,214,10,No,No,Higher,3.73E+12,46285.76407,0.154547998,United Kingdom,0,365,Federal
1,2014-64,"“[We will continue working with governments and citizens in Africa to] improve infrastructure, notably in the energy sector.”",0.75,Development,Germany,2014,No,141,22,No,No,Higher,3.88E+12,47959.99327,1.800420038,European Union,1,-20,Federal
